Year,Issue,Keyword,Frequency
2022,3,Training data,1
2022,3,Stress measurement,1
2022,3,Monitoring,1
2022,3,Biomedical monitoring,1
2022,3,Sensors,1
2022,3,Data privacy,1
2022,3,Ethics,1
2022,3,Guidelines,1
2022,3,Big Data,1
2022,3,Medical services,1
2022,3,Privacy,1
2022,3,Robustness,1
2022,3,Shape,2
2022,3,Physiology,4
2022,3,Wearable sensors,1
2022,3,Intelligent sensors,1
2022,3,Education,2
2022,3,Machine learning,3
2022,3,Biological neural networks,1
2022,3,Biomedical measurement,1
2022,3,Sensitivity,1
2022,3,Electronic mail,1
2022,3,Linguistics,1
2022,3,Companies,1
2022,3,Dictionaries,1
2022,3,Computational modeling,6
2022,3,Adaptation models,3
2022,3,Integrated optics,1
2022,3,Bayes methods,1
2022,3,Convergence,1
2022,3,Multi-agent systems,1
2022,3,Regulation,1
2022,3,Proposals,1
2022,3,Decision making,1
2022,3,Computer architecture,1
2022,3,Public transportation,1
2022,3,Motion pictures,1
2022,3,Neural activity,1
2022,3,Time-domain analysis,1
2022,3,Testing,1
2022,3,Wrist,1
2022,3,Filtering,1
2022,3,Electric potential,1
2022,3,Brain-computer interfaces,1
2022,3,Public speaking,1
2022,3,Mice,1
2022,3,Trajectory,1
2022,3,Cognition,1
2022,3,Kinematics,1
2022,3,Medical treatment,1
2022,3,Signal processing,1
2022,3,Encoding,1
2022,3,Appraisal,1
2022,3,Facial animation,1
2022,3,Speech recognition,1
2022,3,Memory modules,1
2022,3,Resource management,1
2022,3,Drugs,1
2022,3,Performance evaluation,1
2022,3,Force,1
2022,3,Robots,1
2022,3,Actuators,1
2022,3,Aerospace electronics,1
2022,3,Skin,1
2022,3,Electrocardiography,1
2022,2,Spatiotemporal phenomena,1
2022,2,Dynamics,1
2022,2,Histograms,1
2022,2,Feature extraction,17
2022,2,Depression,2
2022,2,Nonhomogeneous media,1
2022,2,Optical imaging,1
2022,2,Streaming media,1
2022,2,Advertising,1
2022,2,Motion pictures,2
2022,2,Electroencephalography,6
2022,2,Brain modeling,6
2022,2,Emotion recognition,12
2022,2,Encoding,3
2022,2,Sentiment analysis,2
2022,2,Recurrent neural networks,1
2022,2,Learning systems,1
2022,2,Syntactics,1
2022,2,Grammar,1
2022,2,Deep learning,1
2022,2,Time-frequency analysis,1
2022,2,Data models,5
2022,2,Training data,1
2022,2,Physiology,3
2022,2,Synchronization,2
2022,2,Biological control systems,1
2022,2,Visualization,8
2022,2,Virtual reality,1
2022,2,Heart rate,2
2022,2,Olfactory,1
2022,2,Gold,3
2022,2,Face,6
2022,2,Tools,2
2022,2,Temperature measurement,1
2022,2,Pain,1
2022,2,Support vector machines,1
2022,2,Scalp,1
2022,2,Correlation,4
2022,2,Psychology,7
2022,2,Interviews,2
2022,2,Task analysis,13
2022,2,Videos,4
2022,2,Magnetic heads,1
2022,2,Neural networks,5
2022,2,Computational modeling,10
2022,2,Predictive models,5
2022,2,Machine learning,3
2022,2,Databases,4
2022,2,Speech recognition,6
2022,2,Character recognition,1
2022,2,Cultural differences,1
2022,2,Erbium,2
2022,2,Data mining,4
2022,2,Manuals,1
2022,2,Twitter,2
2022,2,Knowledge engineering,1
2022,2,Face recognition,5
2022,2,Training,7
2022,2,Computer vision,3
2022,2,Observers,1
2022,2,Annotations,2
2022,2,Problem-solving,1
2022,2,Education,2
2022,2,Games,5
2022,2,Robots,2
2022,2,Distance measurement,1
2022,2,Clustering algorithms,1
2022,2,Atmospheric measurements,2
2022,2,Dementia,1
2022,2,Mathematical model,2
2022,2,Particle measurements,1
2022,2,YouTube,1
2022,2,Estimation,2
2022,2,Adaptation models,2
2022,2,Semantics,3
2022,2,Stress measurement,1
2022,2,Time series analysis,3
2022,2,Standards,1
2022,2,Stress,2
2022,2,Smoothing methods,1
2022,2,Principal component analysis,1
2022,2,Food products,1
2022,2,Graphical user interfaces,1
2022,2,Monitoring,2
2022,2,Unmanned aerial vehicles,1
2022,2,Mood,2
2022,2,Kernel,1
2022,2,Computer architecture,2
2022,2,Sun,1
2022,2,Social networking (online),1
2022,2,Hidden Markov models,1
2022,2,Australia,1
2022,2,Semisupervised learning,1
2022,2,Acoustics,2
2022,2,Image segmentation,1
2022,2,Spectrogram,1
2022,2,Linguistics,1
2022,2,Decision making,1
2022,2,Fuses,1
2022,2,Reactive power,1
2022,2,Calibration,1
2022,2,Hardware,1
2022,2,Gaze tracking,1
2022,2,Video recording,1
2022,2,Cameras,2
2022,2,Ice,1
2022,2,Music,1
2022,2,Performance evaluation,1
2022,2,Conductors,1
2022,2,Kinematics,1
2022,2,Force,1
2022,2,Biological system modeling,1
2022,2,Game theory,1
2022,2,Solid modeling,1
2022,2,Market research,1
2022,2,Reservoirs,1
2022,2,Uncertainty,1
2022,2,Biomedical monitoring,1
2022,2,Bayes methods,1
2022,2,Heart beat,1
2022,2,Emotional responses,1
2022,2,Complexity theory,2
2022,2,Barium,1
2022,2,Convolutional neural networks,1
2022,2,Production,1
2022,2,Sociology,1
2022,2,Speech processing,1
2022,2,Generators,1
2022,2,Generative adversarial networks,1
2022,2,Gallium nitride,1
2022,2,Prediction algorithms,1
2022,2,Prototypes,1
2022,2,Appraisal,1
2022,2,Electrodes,1
2022,2,Biological neural networks,1
2022,2,Network architecture,1
2022,2,Facial features,1
2022,1,Face recognition,7
2022,1,Image recognition,1
2022,1,Feature extraction,16
2022,1,Emotion recognition,4
2022,1,Computer architecture,2
2022,1,Convolutional neural networks,1
2022,1,Motion pictures,1
2022,1,Benchmark testing,2
2022,1,YouTube,1
2022,1,Machine learning,5
2022,1,Task analysis,15
2022,1,Videos,4
2022,1,Market research,1
2022,1,Face,5
2022,1,Skin,2
2022,1,Strain,1
2022,1,Motion segmentation,1
2022,1,Physiology,8
2022,1,Standards,2
2022,1,Computational modeling,10
2022,1,Labeling,2
2022,1,Pain,4
2022,1,Gold,2
2022,1,Reliability,2
2022,1,Encoding,4
2022,1,Sentiment analysis,3
2022,1,Information science,1
2022,1,Vocabulary,1
2022,1,Twitter,2
2022,1,Indexes,3
2022,1,Video sequences,1
2022,1,Predictive models,3
2022,1,Recurrent neural networks,1
2022,1,Delays,1
2022,1,Training,6
2022,1,Principal component analysis,2
2022,1,MIMO communication,1
2022,1,Eigenvalues and eigenfunctions,1
2022,1,Estimation,4
2022,1,Channel estimation,1
2022,1,Direction-of-arrival estimation,1
2022,1,Computational complexity,1
2022,1,Observers,2
2022,1,Cognition,2
2022,1,Computer vision,1
2022,1,Visualization,4
2022,1,Psychology,4
2022,1,Support vector machines,4
2022,1,Pediatrics,1
2022,1,Protocols,2
2022,1,Autism,1
2022,1,Stakeholders,1
2022,1,Affective computing,8
2022,1,Conferences,1
2022,1,Finite element analysis,1
2022,1,Linguistics,1
2022,1,Eyebrows,1
2022,1,Acoustics,3
2022,1,Electronic mail,1
2022,1,Analytical models,3
2022,1,Numerical models,1
2022,1,Correlation,2
2022,1,Shape,2
2022,1,Interrupters,1
2022,1,Adaptation models,1
2022,1,Evolutionary computation,2
2022,1,Taxonomy,1
2022,1,Mood,1
2022,1,Tagging,2
2022,1,Manuals,1
2022,1,Image segmentation,1
2022,1,Electroencephalography,7
2022,1,Band-pass filters,1
2022,1,Writing,1
2022,1,Gyroscopes,1
2022,1,Magnetometers,1
2022,1,Accelerometers,2
2022,1,Hardware,1
2022,1,Legged locomotion,1
2022,1,Tissue damage,1
2022,1,Tools,1
2022,1,Nervous system,1
2022,1,Speech recognition,1
2022,1,Speech,1
2022,1,Time series analysis,1
2022,1,Annotations,2
2022,1,Mathematical model,1
2022,1,Convolution,1
2022,1,Learning systems,1
2022,1,Brain modeling,2
2022,1,Convolutional neural nets,1
2022,1,Databases,3
2022,1,Neuroscience,1
2022,1,Animation,1
2022,1,Sun,1
2022,1,Detectors,1
2022,1,Syntactics,1
2022,1,Dictionaries,1
2022,1,Decoding,1
2022,1,Atmospheric measurements,2
2022,1,Electrocardiography,1
2022,1,Deep learning,5
2022,1,Optimization,1
2022,1,Machine learning algorithms,2
2022,1,Planning,1
2022,1,Synchronization,1
2022,1,Electric potential,1
2022,1,Games,1
2022,1,Real-time systems,1
2022,1,Statistical analysis,1
2022,1,Decision trees,1
2022,1,Probabilistic logic,1
2022,1,Measurement,1
2022,1,Information technology,1
2022,1,Social networking (online),1
2022,1,Data integrity,1
2022,1,Heterogeneous networks,1
2022,1,Wearable sensors,1
2022,1,Cameras,1
2022,1,Acceleration,1
2022,1,Hidden Markov models,2
2022,1,Fuses,1
2022,1,Three-dimensional displays,1
2022,1,Particle measurements,1
2022,1,Computer science,1
2022,1,Heart rate variability,1
2022,1,Current measurement,1
2022,1,Peripheral nervous system,1
2022,1,Medical treatment,1
2022,1,Psychiatry,1
2022,1,Neural networks,2
2022,1,Public speaking,1
2022,1,Kalman filters,1
2022,1,Fasteners,1
2022,1,Organizations,1
2022,1,Hospitals,1
2022,1,Time-frequency analysis,1
2022,1,Depression,1
2021,4,Physiology,2
2021,4,Complexity theory,1
2021,4,Monitoring,1
2021,4,Gaze tracking,1
2021,4,Neural activity,1
2021,4,Electroencephalography,2
2021,4,Product design,1
2021,4,Systematics,1
2021,4,Computer applications,1
2021,4,Protocols,1
2021,4,Emotion recognition,11
2021,4,Affective computing,1
2021,4,Behavioral sciences,2
2021,4,Schizophrenia,1
2021,4,Feature extraction,7
2021,4,Estimation,2
2021,4,Videos,1
2021,4,Cameras,2
2021,4,Facial recognition,1
2021,4,Training data,6
2021,4,Gaussian processes,1
2021,4,Predictive models,1
2021,4,Delays,1
2021,4,Acoustic measurements,1
2021,4,Acoustics,1
2021,4,Convolutional neural networks,1
2021,4,Linguistics,1
2021,4,Computational modeling,2
2021,4,Pathology,1
2021,4,Speech recognition,5
2021,4,Neurological diseases,1
2021,4,Biomarkers,1
2021,4,Frequency-domain analysis,1
2021,4,Discrete wavelet transforms,1
2021,4,Mutual information,1
2021,4,Time-domain analysis,1
2021,4,Data collection,2
2021,4,Time-frequency analysis,1
2021,4,Sampling methods,1
2021,4,Sensors,2
2021,4,Mobile handsets,1
2021,4,Smart phones,1
2021,4,Autism,1
2021,4,Data mining,2
2021,4,Kinematics,1
2021,4,Games,1
2021,4,Streaming media,2
2021,4,Media,1
2021,4,Tagging,1
2021,4,Multimedia databases,1
2021,4,Adversarial machine learning,1
2021,4,Testing,1
2021,4,Training,1
2021,4,Generative adversarial networks,2
2021,4,Data models,3
2021,4,Speech processing,1
2021,4,Dynamics,1
2021,4,Image recognition,2
2021,4,Visualization,2
2021,4,Heuristic algorithms,1
2021,4,Optical imaging,1
2021,4,Support vector machines,3
2021,4,Face recognition,3
2021,4,Databases,1
2021,4,Brain-computer interfaces,1
2021,4,Real-time systems,1
2021,4,Electromagnetic compatibility,1
2021,4,Mood,1
2021,4,Motion control,1
2021,4,Microscopy,1
2021,4,Depression,1
2021,4,Hidden Markov models,1
2021,4,Adaptation models,1
2021,4,Lips,1
2021,4,Music,1
2021,4,Lighting,1
2021,4,Image color analysis,1
2021,4,Content analysis,1
2021,4,Grammar,1
2021,4,Educational technology,1
2021,4,Facial features,1
2021,4,Detectors,1
2021,4,Computer vision,1
2021,4,Human computer interaction,1
2021,4,Heart rate,1
2021,4,Neural networks,1
2021,4,Machine learning,2
2021,4,Deep learning,2
2021,4,Legged locomotion,1
2021,4,Three-dimensional displays,1
2021,4,Motion analysis,1
2021,4,Taxonomy,1
2021,4,Market research,1
2021,4,Human factors,1
2021,4,Animation,1
2021,4,Sentiment analysis,1
2021,4,Analytical models,1
2021,4,Cognition,1
2021,4,Context modeling,1
2021,3,Convolution,1
2021,3,Feature extraction,6
2021,3,Emotion recognition,7
2021,3,Visualization,5
2021,3,Videos,4
2021,3,Task analysis,7
2021,3,Decoding,1
2021,3,Mood,2
2021,3,Regulation,1
2021,3,Tools,1
2021,3,Particle measurements,2
2021,3,Software,1
2021,3,Atmospheric measurements,2
2021,3,Hidden Markov models,1
2021,3,Computational modeling,7
2021,3,Recurrent neural networks,1
2021,3,Biological system modeling,1
2021,3,Data models,2
2021,3,Affective computing,4
2021,3,Brain modeling,1
2021,3,Sensors,1
2021,3,Load modeling,1
2021,3,Speech recognition,2
2021,3,Physiology,2
2021,3,Reliability,2
2021,3,Databases,2
2021,3,Electromyography,1
2021,3,Computer architecture,2
2021,3,Pain,1
2021,3,Probabilistic logic,1
2021,3,Adaptation models,1
2021,3,Social networking (online),1
2021,3,Semantics,1
2021,3,Neural networks,2
2021,3,Gold,1
2021,3,Production,1
2021,3,Face recognition,1
2021,3,Computer vision,2
2021,3,Cultural differences,1
2021,3,Music,1
2021,3,Predictive models,2
2021,3,Electrodes,1
2021,3,Complexity theory,1
2021,3,Time series analysis,1
2021,3,Electroencephalography,1
2021,3,Distance measurement,1
2021,3,Estimation,1
2021,3,Machine learning,2
2021,3,Stress,1
2021,3,Training,2
2021,3,Oscillators,1
2021,3,Blood pressure,1
2021,3,Artificial intelligence,1
2021,3,Context modeling,2
2021,3,Analytical models,2
2021,3,Computational efficiency,1
2021,3,Psychology,1
2021,3,Special issues and sections,1
2021,3,Autism,2
2021,3,Pediatrics,1
2021,3,Tablet computers,1
2021,3,Monitoring,1
2021,3,Motion pictures,2
2021,3,Cameras,1
2021,3,Knowledge engineering,1
2021,3,Robustness,1
2021,3,Support vector machines,1
2021,3,Surface morphology,1
2021,3,Surface reconstruction,1
2021,3,Medical diagnostic imaging,1
2021,3,Observers,1
2021,3,Deep learning,1
2021,3,Robots,2
2021,3,Electric breakdown,1
2021,3,Neuroscience,1
2021,3,Heuristic algorithms,1
2021,3,Mathematical model,1
2021,3,Medical treatment,1
2021,3,Emotional responses,1
2021,3,Social network services,1
2021,3,Training data,1
2021,3,Correlation,1
2021,2,Programming,2
2021,2,Computational modeling,10
2021,2,Intelligent systems,1
2021,2,Robots,3
2021,2,Emotion recognition,19
2021,2,Object recognition,1
2021,2,Affective computing,6
2021,2,Probablistic logic,1
2021,2,Special issues and sections,1
2021,2,Mood,2
2021,2,Physiology,3
2021,2,Pattern recognition,1
2021,2,Signal processing,1
2021,2,Databases,2
2021,2,Brain modeling,4
2021,2,Electroencephalography,4
2021,2,Electrocardiography,1
2021,2,Videos,2
2021,2,Artificial intelligence,1
2021,2,Probabilistic logic,2
2021,2,Object oriented modeling,1
2021,2,Cognition,3
2021,2,Psychology,2
2021,2,Predictive models,3
2021,2,Monitoring,1
2021,2,Mathematical model,2
2021,2,Speech recognition,2
2021,2,Market research,1
2021,2,Cognitive systems,1
2021,2,Stress,1
2021,2,Cognitive processes,1
2021,2,Face recognition,6
2021,2,Computer architecture,3
2021,2,Robot kinematics,1
2021,2,Education,1
2021,2,Reinforcement learning,1
2021,2,Robot learning,1
2021,2,Spatiotemporal phenomena,1
2021,2,Visualization,3
2021,2,Machine learning,1
2021,2,Deep learning,2
2021,2,Data models,3
2021,2,Sensory aids,1
2021,2,Haptic interfaces,1
2021,2,Semantics,1
2021,2,Numerical analysis,1
2021,2,Convolution,1
2021,2,Feature extraction,5
2021,2,Transfer learning,1
2021,2,Training data,3
2021,2,Learning data,1
2021,2,Spectral analysis,1
2021,2,Hippocampus,1
2021,2,Thermal energy,1
2021,2,Image color analysis,1
2021,2,Biological control systems,1
2021,2,Imaging,1
2021,2,Biofeedback,1
2021,2,Biomedical monitoring,1
2021,2,Vehicle driving,1
2021,2,Vehicle safety,1
2021,2,Pose estimation,1
2021,2,Gesture recognition,1
2021,2,Legged locomotion,1
2021,2,Informatics,1
2021,2,Software architecture,1
2021,2,Intelligent agents,1
2021,2,Sentiment analysis,1
2021,2,Performance evaluation,1
2021,2,Social networking (online),1
2021,2,Task analysis,2
2021,2,Analytical models,2
2021,2,Linguistics,1
2021,2,Phonetics,1
2021,2,Probability distribution,1
2021,2,Gaussian processes,1
2021,2,Electrodes,1
2021,2,Sensors,1
2021,2,Authentication,1
2021,2,Generative adversarial networks,1
2021,2,Biological neural networks,2
2021,2,Neuroscience,2
2021,2,Man-machine systems,1
2021,2,Biological system modeling,2
2021,2,Human-robot interaction,1
2021,2,Trajectory,1
2021,2,Behavioral science,1
2021,2,Synchronization,1
2021,2,Machine learning algorithms,1
2021,2,Human computer interaction,1
2021,1,Labeling,1
2021,1,Feature extraction,11
2021,1,Visualization,4
2021,1,Surveillance,1
2021,1,Task analysis,10
2021,1,Semantics,1
2021,1,Psychology,3
2021,1,Muscles,1
2021,1,Pain,1
2021,1,Correlation,2
2021,1,Electroencephalography,5
2021,1,Electrooculography,1
2021,1,Electromyography,2
2021,1,Spatiotemporal phenomena,1
2021,1,Analytical models,3
2021,1,Recurrent neural networks,1
2021,1,Face,2
2021,1,Three-dimensional displays,1
2021,1,Support vector machines,1
2021,1,Histograms,1
2021,1,Estimation,1
2021,1,Neural networks,1
2021,1,Social network services,1
2021,1,Media,1
2021,1,Internet,1
2021,1,Games,4
2021,1,Decoding,1
2021,1,Autism,1
2021,1,Standards,1
2021,1,Pediatrics,1
2021,1,Tools,2
2021,1,Motion pictures,3
2021,1,Encoding,3
2021,1,Cameras,2
2021,1,Reliability theory,1
2021,1,Computational modeling,1
2021,1,Affective computing,3
2021,1,Music,2
2021,1,Sonification,1
2021,1,Sleep,1
2021,1,Frequency modulation,2
2021,1,Multiple signal classification,1
2021,1,Integrated circuits,1
2021,1,Emotion recognition,4
2021,1,Speech recognition,1
2021,1,Acoustics,2
2021,1,Measurement,1
2021,1,Sparse matrices,1
2021,1,Manifolds,1
2021,1,Dictionaries,1
2021,1,Atom optics,1
2021,1,Optical imaging,1
2021,1,Streaming media,1
2021,1,Tagging,2
2021,1,Real-time systems,1
2021,1,Multimedia communication,1
2021,1,Physiology,4
2021,1,Databases,1
2021,1,Brain modeling,1
2021,1,Schedules,1
2021,1,Stress,2
2021,1,Training,1
2021,1,Biological control systems,1
2021,1,Heart rate,1
2021,1,Microsoft Windows,1
2021,1,Crowdsourcing,1
2021,1,Manuals,2
2021,1,Sensors,2
2021,1,Computers,1
2021,1,Acceleration,1
2021,1,Biological system modeling,1
2021,1,Solid modeling,1
2021,1,Virtual reality,1
2021,1,Appraisal,2
2021,1,Recommender systems,1
2021,1,Data mining,1
2021,1,Twitter,1
2021,1,Electronic mail,1
2021,1,Detectors,1
2021,1,Bridges,1
2021,1,Machine learning,1
2021,1,Ontologies,1
2021,1,Videos,2
2021,1,Skin,1
2021,1,Accelerometers,1
2021,1,Couplings,1
2021,1,Atmospheric measurements,1
2021,1,Monitoring,1
2021,1,Navigation,1
2021,1,Biomarkers,1
2021,1,Statistics,1
2021,1,Aging,1
2021,1,Sociology,1
2020,4,Image segmentation,1
2020,4,Face recognition,3
2020,4,Feature extraction,7
2020,4,Detection algorithms,1
2020,4,Task analysis,1
2020,4,Training data,3
2020,4,Computer architecture,1
2020,4,Convolutional neural networks,1
2020,4,Databases,3
2020,4,Video surveillance,1
2020,4,Machine learning,1
2020,4,Heuristic algorithms,1
2020,4,Cameras,1
2020,4,Hidden Markov models,1
2020,4,Adaptation models,2
2020,4,Protocols,1
2020,4,Acoustics,2
2020,4,Speech processing,2
2020,4,Speech synthesis,1
2020,4,Accidents,1
2020,4,Analytical models,1
2020,4,Computational modeling,3
2020,4,Thermodynamics,1
2020,4,Numerical models,1
2020,4,Emotion recognition,8
2020,4,Audio databases,1
2020,4,Information analysis,1
2020,4,Information retrieval,1
2020,4,Psychology,1
2020,4,Probabilistic logic,1
2020,4,Gold,1
2020,4,Image recognition,1
2020,4,Bayes methods,1
2020,4,Supervised learning,1
2020,4,Medical treatment,1
2020,4,Encoding,1
2020,4,Mutual information,2
2020,4,Phonetics,1
2020,4,Speech recognition,1
2020,4,Gaussian processes,1
2020,4,Entropy coding,1
2020,4,Electroencephalography,1
2020,4,Electrooculography,1
2020,4,Learning systems,1
2020,4,Visualization,1
2020,4,Probability distribution,1
2020,4,Image analysis,1
2020,4,Autism,1
2020,4,Physiology,1
2020,4,Statistics,1
2020,4,Electrocardiography,1
2020,4,Classification,1
2020,4,Electromyography,1
2020,4,Behavioral sciences,1
2020,4,Predictive models,2
2020,4,Recurrent neural networks,1
2020,4,Social networking (online),1
2020,4,Linguistics,1
2020,4,Anthropomorphism,1
2020,4,Semiotics,1
2020,4,Robots,1
2020,4,Animals,1
2020,4,Motion analysis,1
2020,4,Communication symbols,1
2020,4,Animation,1
2020,4,Emotional responses,1
2020,4,Solid modeling,1
2020,4,Mathematical model,1
2020,3,Man-machine systems,1
2020,3,Hidden Markov models,1
2020,3,Databases,4
2020,3,Acoustics,1
2020,3,Context modeling,1
2020,3,Speech,4
2020,3,Speech synthesis,1
2020,3,Computational modeling,2
2020,3,Adaptation models,1
2020,3,Face,3
2020,3,Face recognition,2
2020,3,Feature extraction,7
2020,3,Manifolds,1
2020,3,Physiology,3
2020,3,Electrodes,1
2020,3,Brain modeling,2
2020,3,Electroencephalography,2
2020,3,Cognition,1
2020,3,Medical services,1
2020,3,Artificial neural networks,1
2020,3,Predictive models,1
2020,3,Prediction algorithms,1
2020,3,Switches,1
2020,3,Learning systems,1
2020,3,Linear regression,1
2020,3,Facebook,1
2020,3,Data collection,1
2020,3,Robustness,2
2020,3,User-generated content,1
2020,3,Psychology,1
2020,3,Convolution,1
2020,3,Biological neural networks,1
2020,3,Emotion recognition,5
2020,3,Convolutional neural networks,2
2020,3,Testing,1
2020,3,Training,3
2020,3,Speech recognition,1
2020,3,Photography,1
2020,3,Image processing,1
2020,3,Visualization,3
2020,3,Semantics,1
2020,3,Quality assessment,1
2020,3,Medical treatment,2
2020,3,Stress,1
2020,3,Biological control systems,1
2020,3,Task analysis,1
2020,3,Games,2
2020,3,Support vector machines,1
2020,3,Fatigue,1
2020,3,Bayes methods,1
2020,3,Pain,1
2020,3,Computer science,1
2020,3,Mood,2
2020,3,Tagging,1
2020,3,Machine learning,1
2020,3,Twitter,1
2020,3,Avatars,1
2020,3,Lips,1
2020,3,Mouth,1
2020,3,Real-time systems,1
2020,3,Strain,1
2020,3,Discrete Fourier transforms,1
2020,3,Dynamics,1
2020,3,Frequency-domain analysis,1
2020,3,Legged locomotion,1
2020,3,Magnetic heads,1
2020,3,Mental disorders,1
2020,3,Videos,2
2020,3,Image recognition,1
2020,3,Computer architecture,1
2020,3,Heart rate variability,1
2020,3,Force,1
2020,3,Protocols,1
2020,3,Nonlinear dynamical systems,1
2020,3,Haptic interfaces,1
2020,2,Synchronization,1
2020,2,Computational modeling,3
2020,2,Particle measurements,1
2020,2,Mathematical model,1
2020,2,Psychology,4
2020,2,Atmospheric measurements,1
2020,2,Adaptive systems,1
2020,2,Brain-computer interfaces,1
2020,2,Electroencephalography,3
2020,2,Muscles,1
2020,2,Observers,1
2020,2,Wearable sensors,1
2020,2,Pain,1
2020,2,Music,1
2020,2,Robot sensing systems,1
2020,2,Visualization,2
2020,2,Computers,1
2020,2,Speech,5
2020,2,Support vector machines,1
2020,2,Face,1
2020,2,Face recognition,2
2020,2,Facial features,1
2020,2,Image recognition,1
2020,2,Feature extraction,6
2020,2,Mouth,1
2020,2,Emotion recognition,4
2020,2,Avatars,1
2020,2,Cognitive processes,1
2020,2,Convolution,1
2020,2,Physiology,2
2020,2,Brain modeling,2
2020,2,Biomedical monitoring,1
2020,2,Sensors,1
2020,2,Standards,1
2020,2,Proposals,1
2020,2,Reliability,1
2020,2,Semantics,2
2020,2,Hidden Markov models,1
2020,2,Digital signal processing,1
2020,2,Robots,1
2020,2,Speech synthesis,1
2020,2,Databases,2
2020,2,Pathology,1
2020,2,Mel frequency cepstral coefficient,1
2020,2,Speech recognition,1
2020,2,Nose,1
2020,2,Mood,2
2020,2,Estimation,1
2020,2,Cameras,1
2020,2,Signal processing,1
2020,2,Predictive models,2
2020,2,Tools,1
2020,2,Acoustics,1
2020,2,Indexes,1
2020,2,Stress,1
2020,2,Data models,1
2020,2,Bayes methods,1
2020,2,Meteorology,1
2020,2,Videos,1
2020,2,Pattern recognition,1
2020,2,Sentiment analysis,1
2020,2,Thesauri,1
2020,2,Crowdsourcing,1
2020,1,Sentiment analysis,1
2020,1,Behavioral sciences,1
2020,1,Social networking (online),1
2020,1,Natural language processing,1
2020,1,Supervised learning,1
2020,1,Machine learning,1
2020,1,Physiology,5
2020,1,Heart rate variability,1
2020,1,Computational modeling,1
2020,1,Electrocardiography,4
2020,1,Estimation,2
2020,1,Sensors,1
2020,1,Gold,1
2020,1,Face,2
2020,1,Databases,3
2020,1,Shape,2
2020,1,Videos,3
2020,1,Acceleration,1
2020,1,Media,1
2020,1,Stress,1
2020,1,Force,1
2020,1,Kinematics,1
2020,1,Haptic interfaces,1
2020,1,Games,2
2020,1,Speech recognition,3
2020,1,Gaze tracking,1
2020,1,Cognition,1
2020,1,Feature extraction,5
2020,1,Object recognition,1
2020,1,Image classification,1
2020,1,Support vector machines,1
2020,1,Standards,1
2020,1,Tools,1
2020,1,Two dimensional displays,1
2020,1,Usability,1
2020,1,Real-time systems,1
2020,1,Music,2
2020,1,Emotion recognition,1
2020,1,Multiple signal classification,1
2020,1,Algorithm design and analysis,2
2020,1,Complexity theory,1
2020,1,Public speaking,1
2020,1,Biomedical monitoring,1
2020,1,Heart beat,1
2020,1,Speech,2
2020,1,Probabilistic logic,1
2020,1,Hidden Markov models,1
2020,1,Neural networks,1
2020,1,Training,2
2020,1,Task analysis,1
2020,1,Training data,1
2020,1,Noise measurement,1
2020,1,Distortion,1
2020,1,Face recognition,1
2020,1,Image edge detection,1
2020,1,Encoding,1
2020,1,Medical treatment,1
2020,1,Calibration,1
2020,1,Electroencephalography,2
2020,1,Psychology,1
2020,1,Observers,1
2020,1,Human computer interaction,1
2020,1,Virtual reality,1
2020,1,Image recognition,1
2020,1,Spectrogram,1
2020,1,Speech processing,1
2019,4,Face recognition,2
2019,4,Image recognition,1
2019,4,Feature extraction,2
2019,4,Visualization,2
2019,4,Speech recognition,3
2019,4,Monitoring,1
2019,4,Machine learning,1
2019,4,Image analysis,1
2019,4,Affective computing,1
2019,4,Depression,1
2019,4,Machine learning algorithms,1
2019,4,Emotion recognition,2
2019,4,Information retrieval,2
2019,4,Digital audio broadcasting,1
2019,4,Speech processing,1
2019,4,Predictive models,1
2019,4,Clustering methods,1
2019,4,Benchmark testing,1
2019,4,Games,1
2019,4,Virutal environments,1
2019,4,Mood,1
2019,4,Computational modeling,3
2019,4,Biological system modeling,1
2019,4,Robots,2
2019,4,Risk analysis,1
2019,4,Decision making,1
2019,4,Decision support systems,1
2019,4,Avatars,1
2019,4,Training,1
2019,4,Planning,1
2019,4,Videos,1
2019,4,Social factors,1
2019,4,Databases,1
2019,4,Classification algorithms,1
2019,4,Sensors,1
2019,4,Microphones,1
2019,4,Human-robot interaction,1
2019,4,Magnetic heads,1
2019,4,Music,1
2019,4,Pattern recognition,1
2019,4,Optimization,1
2019,4,Markov processes,1
2019,4,Entertainment industry,1
2019,4,Rhythm,1
2019,4,Signal processing,1
2019,4,Public speaking,1
2019,4,Signal processing algorithms,1
2019,4,Support vector machines,1
2019,4,Hidden Markov models,1
2019,4,Three-dimensional displays,1
2019,3,Learning (artificial intelligence),1
2019,3,Face recognition,3
2019,3,Boltzmann equation,1
2019,3,Histograms,1
2019,3,Tensile stress,1
2019,3,Databases,2
2019,3,Integrated optics,1
2019,3,Feature extraction,7
2019,3,Machine learning,1
2019,3,Time series analysis,1
2019,3,Synchronization,1
2019,3,Legged locomotion,1
2019,3,Correlation,2
2019,3,Sensors,1
2019,3,Data integration,1
2019,3,Support vector machines,2
2019,3,Stability analysis,1
2019,3,Time-frequency analysis,2
2019,3,Brain modeling,1
2019,3,Electroencephalography,3
2019,3,Emotion recognition,2
2019,3,Production,1
2019,3,Switches,1
2019,3,Mel frequency cepstral coefficient,1
2019,3,Speech recognition,1
2019,3,Speech processing,1
