Year,Keyword,Frequency,Ratio
2021,Biological neural networks,2,0.3344
2021,Man-machine systems,1,0.1672
2021,Human-robot interaction,1,0.1672
2021,Trajectory,1,0.1672
2021,Behavioral science,1,0.1672
2021,Synchronization,1,0.1672
2021,Machine learning algorithms,1,0.1672
2021,Labeling,1,0.1672
2021,Surveillance,1,0.1672
2021,Muscles,1,0.1672
2021,Electrooculography,1,0.1672
2021,Face,2,0.3344
2021,Histograms,1,0.1672
2021,Internet,1,0.1672
2021,Standards,1,0.1672
2021,Encoding,3,0.5017
2021,Reliability theory,1,0.1672
2021,Sonification,1,0.1672
2021,Sleep,1,0.1672
2021,Frequency modulation,2,0.3344
2021,Multiple signal classification,1,0.1672
2021,Integrated circuits,1,0.1672
2021,Measurement,1,0.1672
2021,Sparse matrices,1,0.1672
2021,Manifolds,1,0.1672
2021,Dictionaries,1,0.1672
2021,Atom optics,1,0.1672
2021,Multimedia communication,1,0.1672
2021,Schedules,1,0.1672
2021,Microsoft Windows,1,0.1672
2021,Crowdsourcing,1,0.1672
2021,Manuals,2,0.3344
2021,Computers,1,0.1672
2021,Acceleration,1,0.1672
2021,Solid modeling,1,0.1672
2021,Virtual reality,1,0.1672
2021,Appraisal,2,0.3344
2021,Recommender systems,1,0.1672
2021,Twitter,1,0.1672
2021,Electronic mail,1,0.1672
2021,Bridges,1,0.1672
2021,Ontologies,1,0.1672
2021,Skin,1,0.1672
2021,Accelerometers,1,0.1672
2021,Couplings,1,0.1672
2021,Navigation,1,0.1672
2021,Statistics,1,0.1672
2021,Aging,1,0.1672
2021,Sociology,1,0.1672
2020,Image segmentation,1,0.2597
2020,Face recognition,8,2.0779
2020,Feature extraction,25,6.4935
2020,Detection algorithms,1,0.2597
2020,Task analysis,3,0.7792
2020,Training data,4,1.039
2020,Computer architecture,2,0.5195
2020,Convolutional neural networks,3,0.7792
2020,Databases,12,3.1169
2020,Video surveillance,1,0.2597
2020,Machine learning,3,0.7792
2020,Heuristic algorithms,1,0.2597
2020,Cameras,2,0.5195
2020,Hidden Markov models,4,1.039
2020,Adaptation models,3,0.7792
2020,Protocols,2,0.5195
2020,Acoustics,4,1.039
2020,Speech processing,3,0.7792
2020,Speech synthesis,3,0.7792
2020,Accidents,1,0.2597
2020,Analytical models,1,0.2597
2020,Computational modeling,9,2.3377
2020,Thermodynamics,1,0.2597
2020,Numerical models,1,0.2597
2020,Emotion recognition,18,4.6753
2020,Audio databases,1,0.2597
2020,Information analysis,1,0.2597
2020,Information retrieval,1,0.2597
2020,Psychology,7,1.8182
2020,Probabilistic logic,2,0.5195
2020,Gold,2,0.5195
2020,Image recognition,4,1.039
2020,Bayes methods,3,0.7792
2020,Supervised learning,2,0.5195
2020,Medical treatment,4,1.039
2020,Encoding,2,0.5195
2020,Mutual information,2,0.5195
2020,Phonetics,1,0.2597
2020,Speech recognition,6,1.5584
2020,Gaussian processes,1,0.2597
2020,Entropy coding,1,0.2597
2020,Electroencephalography,8,2.0779
2020,Electrooculography,1,0.2597
2020,Learning systems,2,0.5195
2020,Visualization,6,1.5584
2020,Probability distribution,1,0.2597
2020,Image analysis,1,0.2597
2020,Autism,1,0.2597
2020,Physiology,11,2.8571
2020,Statistics,1,0.2597
2020,Electrocardiography,5,1.2987
2020,Classification,1,0.2597
2020,Electromyography,1,0.2597
2020,Behavioral sciences,2,0.5195
2020,Predictive models,5,1.2987
2020,Recurrent neural networks,1,0.2597
2020,Social networking (online),2,0.5195
2020,Linguistics,1,0.2597
2020,Anthropomorphism,1,0.2597
2020,Semiotics,1,0.2597
2020,Robots,2,0.5195
2020,Animals,1,0.2597
2020,Motion analysis,1,0.2597
2020,Communication symbols,1,0.2597
2020,Animation,1,0.2597
2020,Emotional responses,1,0.2597
2020,Solid modeling,1,0.2597
2020,Mathematical model,2,0.5195
2020,Man-machine systems,1,0.2597
2020,Context modeling,1,0.2597
2020,Speech,11,2.8571
2020,Face,6,1.5584
2020,Manifolds,1,0.2597
2020,Electrodes,1,0.2597
2020,Brain modeling,4,1.039
2020,Cognition,2,0.5195
2020,Medical services,1,0.2597
2020,Artificial neural networks,1,0.2597
2020,Prediction algorithms,1,0.2597
2020,Switches,1,0.2597
2020,Linear regression,1,0.2597
2020,Facebook,1,0.2597
2020,Data collection,1,0.2597
2020,Robustness,2,0.5195
2020,User-generated content,1,0.2597
2020,Convolution,2,0.5195
2020,Biological neural networks,1,0.2597
2020,Testing,1,0.2597
2020,Training,5,1.2987
2020,Photography,1,0.2597
2020,Image processing,1,0.2597
2020,Semantics,3,0.7792
2020,Quality assessment,1,0.2597
2020,Stress,3,0.7792
2020,Biological control systems,1,0.2597
2020,Games,4,1.039
2020,Support vector machines,3,0.7792
2020,Fatigue,1,0.2597
2020,Pain,2,0.5195
2020,Computer science,1,0.2597
2020,Mood,4,1.039
2020,Tagging,1,0.2597
2020,Twitter,1,0.2597
2020,Avatars,2,0.5195
2020,Lips,1,0.2597
2020,Mouth,2,0.5195
2020,Real-time systems,2,0.5195
2020,Strain,1,0.2597
2020,Discrete Fourier transforms,1,0.2597
2020,Dynamics,1,0.2597
2020,Frequency-domain analysis,1,0.2597
2020,Legged locomotion,1,0.2597
2020,Magnetic heads,1,0.2597
2020,Mental disorders,1,0.2597
2020,Videos,6,1.5584
2020,Heart rate variability,2,0.5195
2020,Force,2,0.5195
2020,Nonlinear dynamical systems,1,0.2597
2020,Haptic interfaces,2,0.5195
2020,Synchronization,1,0.2597
2020,Particle measurements,1,0.2597
2020,Atmospheric measurements,1,0.2597
2020,Adaptive systems,1,0.2597
2020,Brain-computer interfaces,1,0.2597
2020,Muscles,1,0.2597
2020,Observers,2,0.5195
2020,Wearable sensors,1,0.2597
2020,Music,3,0.7792
2020,Robot sensing systems,1,0.2597
2020,Computers,1,0.2597
2020,Facial features,1,0.2597
2020,Cognitive processes,1,0.2597
2020,Biomedical monitoring,2,0.5195
2020,Sensors,2,0.5195
2020,Standards,2,0.5195
2020,Proposals,1,0.2597
2020,Reliability,1,0.2597
2020,Digital signal processing,1,0.2597
2020,Pathology,1,0.2597
2020,Mel frequency cepstral coefficient,1,0.2597
2020,Nose,1,0.2597
2020,Estimation,3,0.7792
2020,Signal processing,1,0.2597
2020,Tools,2,0.5195
2020,Indexes,1,0.2597
2020,Data models,1,0.2597
2020,Meteorology,1,0.2597
2020,Pattern recognition,1,0.2597
2020,Sentiment analysis,2,0.5195
2020,Thesauri,1,0.2597
2020,Crowdsourcing,1,0.2597
2020,Natural language processing,1,0.2597
2020,Shape,2,0.5195
2020,Acceleration,1,0.2597
2020,Media,1,0.2597
2020,Kinematics,1,0.2597
2020,Gaze tracking,1,0.2597
2020,Object recognition,1,0.2597
2020,Image classification,1,0.2597
2020,Two dimensional displays,1,0.2597
2020,Usability,1,0.2597
2020,Multiple signal classification,1,0.2597
2020,Algorithm design and analysis,2,0.5195
2020,Complexity theory,1,0.2597
2020,Public speaking,1,0.2597
2020,Heart beat,1,0.2597
2020,Neural networks,1,0.2597
2020,Noise measurement,1,0.2597
2020,Distortion,1,0.2597
2020,Image edge detection,1,0.2597
2020,Calibration,1,0.2597
2020,Human computer interaction,1,0.2597
2020,Virtual reality,1,0.2597
2020,Spectrogram,1,0.2597
2019,Face recognition,11,3.9286
2019,Image recognition,2,0.7143
2019,Feature extraction,15,5.3571
2019,Visualization,6,2.1429
2019,Speech recognition,7,2.5
2019,Monitoring,2,0.7143
2019,Machine learning,3,1.0714
2019,Image analysis,1,0.3571
2019,Affective computing,2,0.7143
2019,Depression,1,0.3571
2019,Machine learning algorithms,1,0.3571
2019,Emotion recognition,9,3.2143
2019,Information retrieval,2,0.7143
2019,Digital audio broadcasting,1,0.3571
2019,Speech processing,2,0.7143
2019,Predictive models,3,1.0714
2019,Clustering methods,1,0.3571
2019,Benchmark testing,2,0.7143
2019,Games,3,1.0714
2019,Virutal environments,1,0.3571
2019,Mood,2,0.7143
2019,Computational modeling,8,2.8571
2019,Biological system modeling,1,0.3571
2019,Robots,2,0.7143
2019,Risk analysis,1,0.3571
2019,Decision making,1,0.3571
2019,Decision support systems,1,0.3571
2019,Avatars,1,0.3571
2019,Training,9,3.2143
2019,Planning,1,0.3571
2019,Videos,4,1.4286
2019,Social factors,1,0.3571
2019,Databases,9,3.2143
2019,Classification algorithms,1,0.3571
2019,Sensors,2,0.7143
2019,Microphones,1,0.3571
2019,Human-robot interaction,2,0.7143
2019,Magnetic heads,2,0.7143
2019,Music,4,1.4286
2019,Pattern recognition,1,0.3571
2019,Optimization,1,0.3571
2019,Markov processes,1,0.3571
2019,Entertainment industry,1,0.3571
2019,Rhythm,1,0.3571
2019,Signal processing,1,0.3571
2019,Public speaking,1,0.3571
2019,Signal processing algorithms,3,1.0714
2019,Support vector machines,3,1.0714
2019,Hidden Markov models,1,0.3571
2019,Three-dimensional displays,3,1.0714
2019,Learning (artificial intelligence),1,0.3571
2019,Boltzmann equation,1,0.3571
2019,Histograms,1,0.3571
2019,Tensile stress,1,0.3571
2019,Integrated optics,1,0.3571
2019,Time series analysis,1,0.3571
2019,Synchronization,1,0.3571
2019,Legged locomotion,1,0.3571
2019,Correlation,4,1.4286
2019,Data integration,1,0.3571
2019,Stability analysis,1,0.3571
2019,Time-frequency analysis,2,0.7143
2019,Brain modeling,1,0.3571
2019,Electroencephalography,5,1.7857
2019,Production,1,0.3571
2019,Switches,1,0.3571
2019,Mel frequency cepstral coefficient,2,0.7143
2019,Speech,4,1.4286
2019,Noise measurement,1,0.3571
2019,Gold,2,0.7143
2019,Face,8,2.8571
2019,Data models,3,1.0714
2019,Estimation,2,0.7143
2019,Neural networks,3,1.0714
2019,Recommender systems,1,0.3571
2019,Multiple signal classification,2,0.7143
2019,Encoding,3,1.0714
2019,Psychology,3,1.0714
2019,Computer science,1,0.3571
2019,Matching pursuit algorithms,1,0.3571
2019,Electrodes,1,0.3571
2019,Electric potential,1,0.3571
2019,Human computer interaction,1,0.3571
2019,Brain,1,0.3571
2019,Crowdsourcing,2,0.7143
2019,Libraries,1,0.3571
2019,Heart rate variability,1,0.3571
2019,Stress,2,0.7143
2019,Biological control systems,1,0.3571
2019,Physiology,1,0.3571
2019,Testing,3,1.0714
2019,Tagging,1,0.3571
2019,Vegetation,2,0.7143
2019,Principal component analysis,1,0.3571
2019,Algorithm design and analysis,1,0.3571
2019,Statistical analysis,1,0.3571
2019,Systems engineering and theory,1,0.3571
2019,Social network services,1,0.3571
2019,Semantics,2,0.7143
2019,Internet,1,0.3571
2019,Sentiment analysis,2,0.7143
2019,Context,1,0.3571
2019,Tools,1,0.3571
2019,Usability,1,0.3571
2019,Ontologies,1,0.3571
2019,Product design,1,0.3571
2019,Labeling,1,0.3571
2019,Eyebrows,1,0.3571
2019,Ambient intelligence,1,0.3571
2019,Biomedical monitoring,2,0.7143
2019,Employment,1,0.3571
2019,Temperature sensors,1,0.3571
2019,Robustness,1,0.3571
2019,Linear regression,1,0.3571
2019,Source separation,1,0.3571
2019,Bayes methods,1,0.3571
2019,Splines (mathematics),1,0.3571
2019,Convolutional codes,1,0.3571
2019,Biological neural networks,1,0.3571
2019,Training data,1,0.3571
2019,Acoustics,1,0.3571
2019,Media,1,0.3571
2019,FAA,1,0.3571
2019,Entropy,1,0.3571
2019,Hip,1,0.3571
2019,Spatiotemporal phenomena,1,0.3571
2019,Shape,1,0.3571
2019,Probabilistic logic,1,0.3571
2019,Complexity theory,1,0.3571
2019,Reliability,1,0.3571
2019,Pragmatics,1,0.3571
2019,Syntactics,1,0.3571
2019,Twitter,1,0.3571
2019,Computer architecture,1,0.3571
2019,Face detection,1,0.3571
2019,Gesture recognition,1,0.3571
2019,Computer vision,2,0.7143
2019,Object detection,1,0.3571
2019,Special issues and sections,1,0.3571
2019,Lighting,2,0.7143
2019,Motion pictures,1,0.3571
2019,Skin,1,0.3571
2019,Task analysis,1,0.3571
2019,Steady-state,1,0.3571
2019,Mathematical model,1,0.3571
2018,Mood,2,0.7117
2018,Australia,1,0.3559
2018,Feature extraction,19,6.7616
2018,Sensors,4,1.4235
2018,Magnetic heads,1,0.3559
2018,Speech,3,1.0676
2018,Autism,2,0.7117
2018,Physiology,4,1.4235
2018,Avatars,1,0.3559
2018,Face recognition,14,4.9822
2018,Real-time systems,4,1.4235
2018,Biomarkers,1,0.3559
2018,Heart rate variability,1,0.3559
2018,Observers,2,0.7117
2018,Stress,3,1.0676
2018,Electrocardiography,1,0.3559
2018,Support vector machines,5,1.7794
2018,Electroencephalography,3,1.0676
2018,Emotion recognition,17,6.0498
2018,Films,1,0.3559
2018,Brain models,1,0.3559
2018,Labeling,2,0.7117
2018,Databases,5,1.7794
2018,Encoding,2,0.7117
2018,Videos,5,1.7794
2018,Psychology,6,2.1352
2018,Training,7,2.4911
2018,Cameras,3,1.0676
2018,Histograms,2,0.7117
2018,Optical computing,1,0.3559
2018,Optical imaging,1,0.3559
2018,Streaming media,1,0.3559
2018,Hidden Markov models,4,1.4235
2018,Computational modeling,8,2.847
2018,Motion pictures,2,0.7117
2018,Sociology,1,0.3559
2018,Appraisal,1,0.3559
2018,Social network services,3,1.0676
2018,Context,7,2.4911
2018,Visualization,8,2.847
2018,Bridges,2,0.7117
2018,Clouds,1,0.3559
2018,Meteorology,1,0.3559
2018,Human computer interaction,2,0.7117
2018,Haptic interfaces,1,0.3559
2018,Speech processing,2,0.7117
2018,Discrete Fourier transforms,1,0.3559
2018,Legged locomotion,2,0.7117
2018,Time-frequency analysis,1,0.3559
2018,Three-dimensional displays,2,0.7117
2018,Music,2,0.7117
2018,Complexity theory,2,0.7117
2018,Instruments,1,0.3559
2018,Multiple signal classification,1,0.3559
2018,Kernel,1,0.3559
2018,Predictive models,4,1.4235
2018,Probability distribution,1,0.3559
2018,Probability density function,1,0.3559
2018,Recurrent neural networks,1,0.3559
2018,Heuristic algorithms,1,0.3559
2018,Affective computing,3,1.0676
2018,Behavioral sciences,1,0.3559
2018,Computer vision,3,1.0676
2018,Machine learning,4,1.4235
2018,Human factors,1,0.3559
2018,Special issues and sections,1,0.3559
2018,Convolution,1,0.3559
2018,Video sequences,2,0.7117
2018,Distributed Bragg reflectors,1,0.3559
2018,Correlation,2,0.7117
2018,Data analysis,1,0.3559
2018,Uncertainty,1,0.3559
2018,Decision making,2,0.7117
2018,Skin,2,0.7117
2018,Collaboration,1,0.3559
2018,Recommender systems,1,0.3559
2018,Brain modeling,2,0.7117
2018,Erbium,1,0.3559
2018,Computer architecture,1,0.3559
2018,Biological system modeling,1,0.3559
2018,Blood,1,0.3559
2018,Temperature sensors,1,0.3559
2018,YouTube,2,0.7117
2018,Interviews,4,1.4235
2018,Data visualization,1,0.3559
2018,Monitoring,2,0.7117
2018,Wearable sensors,1,0.3559
2018,Biomedical monitoring,1,0.3559
2018,Stress measurement,1,0.3559
2018,Computers,1,0.3559
2018,Speech recognition,1,0.3559
2018,TV,1,0.3559
2018,Facial muscles,1,0.3559
2018,Games,1,0.3559
2018,Electromyography,2,0.7117
2018,Adaptation models,1,0.3559
2018,Semantics,3,1.0676
2018,Active appearance model,1,0.3559
2018,Geometry,1,0.3559
2018,Two dimensional displays,1,0.3559
2018,Image recognition,2,0.7117
2018,Knowledge transfer,1,0.3559
2018,Robots,1,0.3559
2018,Head,1,0.3559
2018,Facsimile,1,0.3559
2018,Noise reduction,1,0.3559
2018,System performance,1,0.3559
2018,Robustness,1,0.3559
2018,Lighting,1,0.3559
2018,Reliability,1,0.3559
2018,Acoustics,1,0.3559
2018,Buildings,1,0.3559
2018,Analytical models,2,0.7117
2018,Smart phones,1,0.3559
2018,Automotive components,1,0.3559
2018,Particle measurements,1,0.3559
2018,Virtual reality,1,0.3559
2018,Heart rate,1,0.3559
2018,Atmospheric measurements,1,0.3559
2018,Time series analysis,1,0.3559
2018,Delays,1,0.3559
2018,Distortion,1,0.3559
2018,Data models,2,0.7117
2018,Image color analysis,1,0.3559
2018,Testing,1,0.3559
2018,Facial features,1,0.3559
2018,Audio-visual systems,1,0.3559
2018,Principal component analysis,1,0.3559
2018,Media,1,0.3559
2017,Sentiment analysis,8,2.6578
2017,Analytical models,3,0.9967
2017,Social network services,3,0.9967
2017,Context awareness,3,0.9967
2017,Machine learning,1,0.3322
2017,Computer architecture,2,0.6645
2017,Support vector machines,5,1.6611
2017,Computational modeling,8,2.6578
2017,Data models,2,0.6645
2017,Text analysis,2,0.6645
2017,Training data,2,0.6645
2017,Hidden Markov models,3,0.9967
2017,Facial features,3,0.9967
2017,Emotion recognition,19,6.3123
2017,Speech processing,1,0.3322
2017,Animation,1,0.3322
2017,Feature extraction,13,4.3189
2017,Encoding,5,1.6611
2017,Semantics,5,1.6611
2017,Neural networks,2,0.6645
2017,Unsupervised learning,1,0.3322
2017,Knowledge based systems,2,0.6645
2017,Behavioral sciences,2,0.6645
2017,Face recognition,7,2.3256
2017,Man machine interfaces,1,0.3322
2017,Human factors,1,0.3322
2017,Special issues and sections,3,0.9967
2017,Muscles,1,0.3322
2017,Psychology,6,1.9934
2017,Big Data,1,0.3322
2017,Crowdsourcing,1,0.3322
2017,Text mining,1,0.3322
2017,Affective computing,6,1.9934
2017,Physiology,3,0.9967
2017,Vibrations,3,0.9967
2017,Visualization,6,1.9934
2017,Haptic interfaces,3,0.9967
2017,Auditory system,1,0.3322
2017,Temperature sensors,1,0.3322
2017,Electrodes,1,0.3322
2017,Electromyography,1,0.3322
2017,Three-dimensional displays,2,0.6645
2017,Auditory systems,1,0.3322
2017,Working environment noise,1,0.3322
2017,Face,4,1.3289
2017,Databases,7,2.3256
2017,Cameras,3,0.9967
2017,Media,4,1.3289
2017,Noise reduction,1,0.3322
2017,Numerical models,1,0.3322
2017,Robustness,2,0.6645
2017,Text recognition,1,0.3322
2017,Pragmatics,1,0.3322
2017,Speech recognition,3,0.9967
2017,Speech,6,1.9934
2017,Kernel,1,0.3322
2017,Dynamics,2,0.6645
2017,Engines,2,0.6645
2017,Rendering (computer graphics),1,0.3322
2017,Footwear,2,0.6645
2017,Legged locomotion,2,0.6645
2017,Foot,1,0.3322
2017,Image reconstruction,1,0.3322
2017,Standards,2,0.6645
2017,Predictive models,4,1.3289
2017,Gold,2,0.6645
2017,Extraterrestrial measurements,1,0.3322
2017,Temperature measurement,1,0.3322
2017,Facial muscles,1,0.3322
2017,Skin,1,0.3322
2017,Buildings,1,0.3322
2017,Observers,3,0.9967
2017,Context,6,1.9934
2017,Cognition,1,0.3322
2017,Reliability,2,0.6645
2017,Heating,1,0.3322
2017,Pain,1,0.3322
2017,Vehicles,2,0.6645
2017,Accidents,1,0.3322
2017,Monitoring,2,0.6645
2017,Facebook,1,0.3322
2017,Image color analysis,1,0.3322
2017,Correlation,4,1.3289
2017,Internet,2,0.6645
2017,Synchronization,2,0.6645
2017,Pipelines,1,0.3322
2017,Real-time systems,1,0.3322
2017,Investment,1,0.3322
2017,Games,2,0.6645
2017,Mathematical model,1,0.3322
2017,Testing,2,0.6645
2017,Motion pictures,2,0.6645
2017,TV,2,0.6645
2017,Webcams,1,0.3322
2017,Market opportunities,1,0.3322
2017,Computer applications,1,0.3322
2017,Biomedical monitoring,3,0.9967
2017,Commercialization,1,0.3322
2017,Frequency division multiplexing,1,0.3322
2017,Tagging,1,0.3322
2017,Adaptive optics,1,0.3322
2017,Strain,1,0.3322
2017,Optical imaging,1,0.3322
2017,Autism,1,0.3322
2017,Variable speed drives,1,0.3322
2017,Intelligent systems,1,0.3322
2017,Training,3,0.9967
2017,Electroencephalography,1,0.3322
2017,Music,2,0.6645
2017,Production,1,0.3322
2017,Repeaters,1,0.3322
2017,Pediatrics,1,0.3322
2017,Risk management,1,0.3322
2017,Interviews,1,0.3322
2017,Mood,1,0.3322
2017,Cultural differences,2,0.6645
2017,Actuators,1,0.3322
2017,Heart rate,1,0.3322
2017,Distance measurement,1,0.3322
2017,US Government,1,0.3322
2017,Bayes methods,1,0.3322
2017,Upper bound,1,0.3322
2017,Medical treatment,1,0.3322
2017,Signal processing,1,0.3322
2017,Prediction algorithms,1,0.3322
2017,Acoustics,2,0.6645
2017,Signal processing algorithms,1,0.3322
2017,Heart rate variability,1,0.3322
2017,Writing,1,0.3322
2017,Sensors,1,0.3322
2017,Videos,2,0.6645
2017,Lighting,1,0.3322
2017,Decoding,1,0.3322
2017,Video sequences,1,0.3322
2017,Linear programming,1,0.3322
2017,Measurement,1,0.3322
2017,Coherence,1,0.3322
2017,Human computer interaction,1,0.3322
2017,Multimedia communication,1,0.3322
2017,Computer science,1,0.3322
2016,Support vector machines,1,0.4785
2016,Sentiment analysis,2,0.9569
2016,Crowdsourcing,2,0.9569
2016,Measurement,1,0.4785
2016,Frequency modulation,1,0.4785
2016,Context modeling,2,0.9569
2016,Speech recognition,4,1.9139
2016,Signal processing,1,0.4785
2016,Behavioral sciences,1,0.4785
2016,Databases,3,1.4354
2016,Image processing,1,0.4785
2016,Computer vision,1,0.4785
2016,Videos,4,1.9139
2016,Real-time systems,4,1.9139
2016,Adaptive optics,1,0.4785
2016,Face recognition,6,2.8708
2016,Integrated optics,1,0.4785
2016,Optical computing,1,0.4785
2016,Feature extraction,8,3.8278
2016,Optical imaging,1,0.4785
2016,Surface electromyography,1,0.4785
2016,Muscles,1,0.4785
2016,Emotion recognition,7,3.3493
2016,Pain,1,0.4785
2016,Video sequences,1,0.4785
2016,Training,4,1.9139
2016,Shape analysis,1,0.4785
2016,Dictionaries,2,0.9569
2016,Computational modeling,3,1.4354
2016,Predictive models,3,1.4354
2016,Robustness,2,0.9569
2016,Spatio-temporal models,1,0.4785
2016,Bilinear models,1,0.4785
2016,Facial features,2,0.9569
2016,Pediatrics,1,0.4785
2016,Biochemistry,1,0.4785
2016,Olfactory,1,0.4785
2016,Heart rate variability,2,0.9569
2016,Electrodes,1,0.4785
2016,Electroencephalography,2,0.9569
2016,Electrocardiography,2,0.9569
2016,Multimedia communication,1,0.4785
2016,Brain models,2,0.9569
2016,Physiology,3,1.4354
2016,Biological control systems,1,0.4785
2016,Biomedical monitoring,4,1.9139
2016,Particle measurements,3,1.4354
2016,Atmospheric measurements,3,1.4354
2016,Virtual reality,1,0.4785
2016,Games,2,0.9569
2016,Three-dimensional displays,1,0.4785
2016,Data models,1,0.4785
2016,Supervised learning,1,0.4785
2016,Mobile communication,1,0.4785
2016,Hidden Markov models,2,0.9569
2016,Stress,4,1.9139
2016,Biological system modeling,2,0.9569
2016,Sensors,3,1.4354
2016,Medical services,2,0.9569
2016,Temperature measurement,1,0.4785
2016,Diseases,1,0.4785
2016,Circadian rhythm,1,0.4785
2016,Mood,3,1.4354
2016,Accelerometers,1,0.4785
2016,Labeling,1,0.4785
2016,Context,4,1.9139
2016,Acceleration,2,0.9569
2016,Monitoring,1,0.4785
2016,Heart,1,0.4785
2016,Servers,1,0.4785
2016,Global Positioning System,1,0.4785
2016,Psychology,2,0.9569
2016,Heart rate,1,0.4785
2016,Frequency-domain analysis,1,0.4785
2016,Reliability,2,0.9569
2016,Legged locomotion,2,0.9569
2016,Parkinson's disease,1,0.4785
2016,Kinematics,1,0.4785
2016,Electronic mail,2,0.9569
2016,Sensor systems,1,0.4785
2016,Human factors,1,0.4785
2016,Motion segmentation,1,0.4785
2016,Medical treatment,1,0.4785
2016,Animals,1,0.4785
2016,Robot sensing systems,1,0.4785
2016,Haptic interfaces,1,0.4785
2016,Music,1,0.4785
2016,Semantics,2,0.9569
2016,Frequency measurement,1,0.4785
2016,Standards,1,0.4785
2016,Licenses,1,0.4785
2016,Mel frequency cepstral coefficient,1,0.4785
2016,Harmonic analysis,1,0.4785
2016,Speech,5,2.3923
2016,Observers,2,0.9569
2016,Face,1,0.4785
2016,Iterative methods,1,0.4785
2016,Affective computing,1,0.4785
2016,Media,2,0.9569
2016,Noise,1,0.4785
2016,Estimation,1,0.4785
2016,Twitter,1,0.4785
2016,Internet,1,0.4785
2016,Acoustics,2,0.9569
2016,Modulation,1,0.4785
2016,Stress measurement,1,0.4785
2016,Protocols,1,0.4785
2016,Mathematical model,1,0.4785
2016,Stability criteria,1,0.4785
2016,Thermal stability,1,0.4785
2016,Aerospace electronics,1,0.4785
2016,Interviews,1,0.4785
2016,Time series analysis,1,0.4785
2016,Synchronization,1,0.4785
2016,Indexes,1,0.4785
2016,Image color analysis,1,0.4785
2016,Motion pictures,2,0.9569
2016,YouTube,1,0.4785
2016,Films,1,0.4785
2016,Correlation,1,0.4785
2016,Visualization,1,0.4785
2016,Analytical models,1,0.4785
2016,Communities,1,0.4785
2016,Appraisal,1,0.4785
2016,Recurrent neural networks,1,0.4785
2016,Tagging,1,0.4785
2015,Trajectory,2,0.8734
2015,Feature extraction,12,5.2402
2015,Emotion recognition,13,5.6769
2015,Audio-visual systems,1,0.4367
2015,Classification,1,0.4367
2015,Speech processing,2,0.8734
2015,Image color analysis,2,0.8734
2015,Synchronization,1,0.4367
2015,Noise measurement,1,0.4367
2015,Social factors,3,1.31
2015,Perception,1,0.4367
2015,Probabilistic logic,2,0.8734
2015,Sentiment analysis,2,0.8734
2015,Computational modeling,10,4.3668
2015,Crowdsourcing,1,0.4367
2015,Probability distribution,1,0.4367
2015,Bayes methods,1,0.4367
2015,Behavioral science,2,0.8734
2015,Streaming media,1,0.4367
2015,Motion pictures,3,1.31
2015,Electroencephalography,2,0.8734
2015,Multimedia communication,2,0.8734
2015,Brain models,1,0.4367
2015,Statistical analysis,1,0.4367
2015,Heart rate variability,2,0.8734
2015,Standards,2,0.8734
2015,Heart rate measurement,1,0.4367
2015,Acoustics,4,1.7467
2015,Content analysis,1,0.4367
2015,Mel frequency cepstral coefficient,3,1.31
2015,Video retrieval,1,0.4367
2015,Three-dimensional displays,1,0.4367
2015,Facial features,3,1.31
2015,Social intelligence,1,0.4367
2015,Facial muscles,1,0.4367
2015,Angular velocity,1,0.4367
2015,Infants,1,0.4367
2015,Displacement measurement,1,0.4367
2015,Human factors,1,0.4367
2015,Advertising,1,0.4367
2015,Media,2,0.8734
2015,Face,5,2.1834
2015,Data collection,1,0.4367
2015,Encoding,1,0.4367
2015,Internet,1,0.4367
2015,Webcams,1,0.4367
2015,Research and development,1,0.4367
2015,Special issues and sections,2,0.8734
2015,Support vector machines,1,0.4367
2015,Social network services,1,0.4367
2015,Analytical models,3,1.31
2015,Correlation,4,1.7467
2015,Data models,3,1.31
2015,Visualization,5,2.1834
2015,Mood,3,1.31
2015,Timbre,1,0.4367
2015,Frequency modulation,1,0.4367
2015,Physiology,2,0.8734
2015,Databases,7,3.0568
2015,Electrocardiography,1,0.4367
2015,Educational institutions,3,1.31
2015,Linear programming,1,0.4367
2015,Multiple signal classification,2,0.8734
2015,Psychology,1,0.4367
2015,Rhythm,1,0.4367
2015,Gaussian distribution,1,0.4367
2015,Sea measurements,1,0.4367
2015,Testing,1,0.4367
2015,Context,4,1.7467
2015,Linear discriminant analysis,1,0.4367
2015,Semantics,1,0.4367
2015,Robots,1,0.4367
2015,Picture archiving and communication systems,1,0.4367
2015,Ontologies,1,0.4367
2015,Autism,1,0.4367
2015,Variable speed drives,1,0.4367
2015,Communities,1,0.4367
2015,Blogs,1,0.4367
2015,Sociology,1,0.4367
2015,Proposals,1,0.4367
2015,History,1,0.4367
2015,Speech,2,0.8734
2015,Time factors,1,0.4367
2015,Cost accounting,1,0.4367
2015,Particle measurements,2,0.8734
2015,Games,3,1.31
2015,Indexes,1,0.4367
2015,Atmospheric measurements,2,0.8734
2015,Meetings,1,0.4367
2015,Virtual environments,1,0.4367
2015,Affective computing,2,0.8734
2015,Gold,1,0.4367
2015,Delays,1,0.4367
2015,Mutual information,1,0.4367
2015,Music,3,1.31
2015,Smoothing methods,1,0.4367
2015,Time series analysis,1,0.4367
2015,Heuristic algorithms,1,0.4367
